TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,CustomerAgeGroup,Cluster
73.88,Debit,Los Angeles,Branch,53,Retired,131.0,1,4055.55,Middle-aged,0
119.61,Debit,San Diego,ATM,33,Doctor,53.00000000000001,1,9899.94,Adult,1
1241.05,Debit,Miami,Branch,18,Student,129.0,1,756.74,Teenager,1
116.58,Debit,Raleigh,Branch,43,Engineer,247.0,1,2620.74,Adult,1
1919.1100000000001,Debit,Portland,ATM,30,Doctor,161.0,1,11090.24,Adult,1
391.96,Debit,Nashville,ATM,64,Retired,79.0,1,2174.16,Senior,0
156.26,Credit,Virginia Beach,Branch,46,Engineer,160.0,1,7854.100000000001,Middle-aged,0
427.0,Credit,Oklahoma City,Branch,49,Engineer,163.0,1,8253.65,Middle-aged,0
443.68,Debit,Tucson,ATM,18,Student,137.0,1,874.1499999999999,Teenager,1
101.76,Debit,Philadelphia,Branch,31,Doctor,26.0,1,6043.25,Adult,1
67.57,Debit,Charlotte,Branch,37,Engineer,107.0,1,2766.12,Adult,1
326.29,Debit,Denver,Online,56,Engineer,179.0,1,8171.259999999999,Middle-aged,0
158.56,Debit,Sacramento,ATM,33,Doctor,100.00000000000001,1,5401.21,Adult,1
56.02,Debit,Memphis,Online,27,Student,142.0,1,3548.02,Adult,1
288.28,Debit,Portland,Online,27,Student,36.0,1,160.83,Adult,1
245.67,Credit,Portland,Branch,24,Student,107.0,1,752.2499999999999,Teenager,1
152.18,Credit,Los Angeles,Online,39,Engineer,176.0,4,2459.84,Adult,1
114.35,Credit,El Paso,Branch,41,Engineer,21.000000000000004,1,469.12,Adult,1
373.27,Credit,Miami,Online,61,Doctor,79.0,1,8441.61,Senior,0
504.63000000000005,Debit,Portland,Online,60,Engineer,168.00000000000003,1,3806.16,Middle-aged,0
126.22,Debit,Atlanta,ATM,46,Engineer,77.0,4,6133.41,Middle-aged,0
820.15,Debit,Kansas City,Branch,47,Doctor,181.0,1,8802.97,Middle-aged,0
986.8099999999998,Credit,Houston,Online,68,Doctor,127.0,1,14881.77,Senior,0
8.37,Debit,Colorado Springs,ATM,63,Retired,135.0,1,1106.34,Senior,0
197.49,Credit,Fresno,Online,53,Retired,30.0,1,5005.33,Middle-aged,0
637.97,Debit,New York,Branch,58,Retired,90.0,1,7949.03,Middle-aged,0
13.52,Debit,Seattle,ATM,26,Student,65.0,1,259.77,Adult,1
432.1,Debit,San Francisco,ATM,49,Engineer,240.0,1,2114.3,Middle-aged,0
375.17,Debit,Fort Worth,ATM,51,Engineer,66.0,2,5495.3,Middle-aged,0
642.68,Debit,Fresno,Branch,50,Doctor,94.0,1,8461.46,Middle-aged,0
78.44,Credit,San Jose,Online,52,Retired,292.0,1,6870.84,Middle-aged,0
139.72,Debit,Memphis,Branch,49,Engineer,201.0,1,5058.83,Middle-aged,0
499.99,Debit,San Jose,Branch,31,Engineer,296.0,1,8885.0,Adult,1
10.07,Debit,Albuquerque,Online,24,Student,49.0,1,530.81,Teenager,1
120.61999999999999,Debit,Raleigh,ATM,23,Student,85.0,1,9379.53,Teenager,1
578.49,Debit,Nashville,Branch,59,Retired,180.0,1,6475.13,Middle-aged,0
119.3,Debit,Mesa,Branch,34,Engineer,22.0,5,319.04,Adult,1
280.92,Debit,Phoenix,Online,41,Doctor,168.00000000000003,1,5298.85,Adult,1
42.42,Debit,Sacramento,Online,21,Student,102.0,1,490.57,Teenager,1
77.03,Debit,Fresno,ATM,67,Doctor,259.0,1,11310.27,Senior,0
22.59,Debit,Seattle,ATM,62,Retired,45.0,1,3988.75,Senior,0
568.76,Debit,Baltimore,ATM,51,Retired,155.0,1,7484.319999999999,Middle-aged,0
25.94,Credit,San Jose,Online,58,Retired,211.0,5,4815.11,Middle-aged,0
105.94,Debit,Oklahoma City,Branch,51,Engineer,207.0,1,5963.1,Middle-aged,0
733.29,Debit,Virginia Beach,ATM,52,Doctor,94.0,5,10427.0,Middle-aged,0
350.15,Credit,Fresno,ATM,21,Student,195.0,1,296.47,Teenager,1
1151.18,Debit,Kansas City,ATM,65,Doctor,105.0,1,1100.06,Senior,0
183.67,Debit,San Diego,Online,19,Student,238.0,1,910.26,Teenager,1
278.27,Debit,Tucson,Branch,29,Doctor,123.0,1,6684.34,Adult,1
470.3,Debit,Austin,ATM,40,Doctor,88.0,1,8524.09,Adult,1
261.69,Debit,Philadelphia,ATM,53,Retired,84.00000000000001,1,5126.65,Middle-aged,0
365.04,Debit,Virginia Beach,Branch,22,Student,94.0,1,873.8899999999999,Teenager,1
211.1,Debit,Miami,Branch,57,Retired,136.0,1,7059.77,Middle-aged,0
21.49,Debit,Denver,ATM,58,Doctor,240.0,1,11991.24,Middle-aged,0
63.58,Debit,Columbus,ATM,18,Student,199.0,1,8086.040000000001,Teenager,1
321.86,Debit,San Antonio,ATM,63,Doctor,167.0,1,12626.49,Senior,0
12.11,Debit,Jacksonville,Branch,75,Retired,127.0,1,1730.28,Senior,0
642.54,Debit,Milwaukee,Branch,44,Engineer,28.0,1,3143.17,Adult,1
210.45,Debit,Las Vegas,ATM,27,Student,146.0,1,1242.49,Adult,1
313.65,Credit,Chicago,Branch,55,Retired,173.0,1,1886.36,Middle-aged,0
99.76,Debit,Sacramento,Branch,26,Student,131.0,1,416.89,Adult,1
115.32,Debit,Denver,Branch,53,Retired,113.0,1,5929.08,Middle-aged,0
33.61,Debit,Milwaukee,Online,23,Student,72.0,1,479.08,Teenager,1
498.59,Credit,Oklahoma City,Online,33,Doctor,32.0,1,5862.99,Adult,1
98.81,Debit,San Francisco,Branch,27,Student,91.0,1,797.1,Adult,1
1.8700000000000003,Debit,Washington,ATM,65,Retired,147.0,1,7287.94,Senior,0
78.92,Credit,Jacksonville,Online,59,Engineer,95.0,1,5624.86,Middle-aged,0
194.29,Credit,Seattle,Branch,39,Engineer,10.0,1,2988.41,Adult,1
28.73,Debit,Kansas City,ATM,53,Engineer,185.0,1,2712.96,Middle-aged,0
105.53,Debit,Colorado Springs,Online,24,Student,88.0,1,1433.66,Teenager,1
737.34,Debit,Miami,Online,30,Doctor,34.0,1,7336.56,Adult,1
237.86,Debit,Philadelphia,ATM,18,Student,210.0,1,475.62999999999994,Teenager,1
409.61,Debit,Kansas City,Branch,65,Doctor,89.0,1,11698.15,Senior,0
75.53,Credit,Fresno,Online,21,Student,157.0,1,1034.35,Teenager,1
72.75,Debit,Phoenix,ATM,64,Doctor,15.0,1,12042.79,Senior,0
39.11,Debit,Columbus,Online,26,Student,143.0,1,518.54,Adult,1
1309.79,Debit,San Francisco,ATM,23,Student,139.0,1,1258.93,Teenager,1
729.38,Debit,Los Angeles,ATM,68,Doctor,90.0,1,9127.65,Senior,0
137.49,Debit,Fort Worth,ATM,34,Engineer,50.00000000000001,1,4471.05,Adult,1
504.71,Debit,Detroit,Online,29,Engineer,61.00000000000001,1,6214.54,Adult,1
371.47,Credit,Milwaukee,Branch,24,Student,58.00000000000001,1,1187.04,Teenager,1
430.35,Debit,Charlotte,Online,36,Doctor,205.0,1,354.9,Adult,1
230.32,Debit,Las Vegas,Branch,35,Engineer,56.0,1,791.46,Adult,1
121.71,Debit,Chicago,ATM,52,Retired,140.0,1,5878.89,Middle-aged,0
98.87,Debit,Detroit,Online,20,Student,179.0,1,533.2,Teenager,1
117.55,Debit,Fresno,ATM,24,Student,35.0,1,897.94,Teenager,1
244.64,Debit,Tucson,Branch,30,Doctor,103.0,1,9159.56,Adult,1
321.93,Debit,Nashville,ATM,45,Engineer,12.0,1,4392.73,Adult,0
1092.73,Debit,Columbus,Branch,58,Retired,11.0,1,1390.98,Middle-aged,0
283.23,Debit,El Paso,Online,40,Engineer,98.0,1,2008.7700000000002,Adult,1
346.65,Debit,Washington,Online,30,Engineer,60.00000000000001,1,6356.96,Adult,1
381.62,Debit,Las Vegas,Online,64,Retired,164.0,1,6009.12,Senior,0
388.65,Debit,Oklahoma City,ATM,76,Retired,43.0,1,7896.850000000001,Senior,0
29.22,Debit,San Antonio,ATM,24,Student,151.0,1,1649.43,Teenager,1
46.75,Debit,Colorado Springs,Branch,67,Retired,150.0,1,2840.43,Senior,0
348.64,Debit,San Jose,Online,57,Retired,128.0,1,3274.96,Middle-aged,0
319.17,Debit,Tucson,Online,73,Retired,81.0,1,6501.56,Senior,0
73.95,Debit,Kansas City,ATM,26,Student,75.99999999999999,1,363.92,Adult,1
389.63,Debit,Mesa,Online,27,Engineer,99.0,1,9748.48,Adult,1
217.61,Debit,Chicago,ATM,19,Student,45.0,1,1404.53,Teenager,1
199.84,Debit,Dallas,ATM,21,Student,150.0,1,706.44,Teenager,1
56.35,Debit,Charlotte,ATM,44,Doctor,75.0,1,5095.73,Adult,1
248.95000000000002,Credit,San Francisco,Branch,65,Retired,29.000000000000004,1,3059.79,Senior,0
142.58,Debit,San Antonio,ATM,33,Engineer,145.0,1,7844.23,Adult,1
1020.7299999999999,Debit,Fort Worth,ATM,28,Student,87.0,1,1119.61,Adult,1
84.34,Debit,Memphis,Online,58,Retired,247.99999999999997,3,5313.97,Middle-aged,0
1607.55,Debit,Phoenix,ATM,31,Engineer,156.0,1,6227.99,Adult,1
333.78,Debit,San Diego,ATM,60,Retired,98.0,1,6810.94,Middle-aged,0
332.59,Debit,San Antonio,Online,55,Retired,143.0,1,1457.07,Middle-aged,0
236.81,Debit,Oklahoma City,Branch,22,Student,15.0,1,813.68,Teenager,1
417.8,Credit,Philadelphia,Branch,27,Student,130.0,1,1518.82,Adult,1
319.27,Debit,San Antonio,ATM,50,Doctor,150.0,1,10269.78,Middle-aged,0
384.1,Debit,Detroit,Branch,42,Engineer,172.0,1,672.7899999999998,Adult,1
820.62,Credit,Fresno,Branch,61,Doctor,158.0,1,6024.8,Senior,0
474.77,Credit,Indianapolis,Online,56,Engineer,50.00000000000001,1,2158.59,Middle-aged,0
542.72,Credit,Indianapolis,Branch,43,Doctor,91.99999999999999,1,6011.8,Adult,1
79.8,Debit,Fort Worth,ATM,73,Retired,75.99999999999999,1,6372.58,Senior,0
46.24,Debit,San Diego,Branch,57,Engineer,52.00000000000001,1,2569.56,Middle-aged,0
327.8,Debit,San Francisco,ATM,61,Doctor,53.99999999999999,1,10585.48,Senior,0
445.79,Debit,Las Vegas,ATM,52,Doctor,161.0,1,717.9899999999999,Middle-aged,0
55.89,Debit,Fresno,Online,72,Retired,150.0,1,3689.65,Senior,0
158.41,Debit,Sacramento,Branch,28,Student,16.0,1,1512.16,Adult,1
101.19,Credit,Denver,Online,64,Doctor,75.0,1,14389.45,Senior,0
827.14,Debit,El Paso,Branch,36,Engineer,265.0,4,9800.21,Adult,1
61.970000000000006,Debit,Phoenix,ATM,74,Retired,95.0,1,7014.69,Senior,0
27.21,Debit,San Jose,ATM,79,Retired,102.0,1,3520.61,Senior,0
173.74,Debit,Houston,Online,80,Retired,64.0,1,4913.42,Senior,0
176.11,Debit,San Jose,Branch,38,Engineer,105.0,1,9155.35,Adult,1
88.4,Debit,Fort Worth,Online,46,Engineer,174.0,1,2567.53,Middle-aged,0
567.92,Debit,Columbus,Online,53,Retired,14.0,1,3779.4699999999993,Middle-aged,0
138.11,Credit,Phoenix,Online,68,Retired,104.0,1,4177.65,Senior,0
456.93,Credit,Virginia Beach,Branch,28,Engineer,193.0,1,7284.76,Adult,1
101.42,Debit,Atlanta,Online,66,Retired,146.0,1,6530.59,Senior,0
300.61,Debit,El Paso,Online,44,Doctor,51.00000000000001,1,7895.540000000001,Adult,1
265.94,Debit,Boston,Online,54,Engineer,132.0,1,6781.3,Middle-aged,0
345.54,Debit,San Diego,Online,29,Engineer,50.00000000000001,1,2091.78,Adult,1
411.52,Debit,Los Angeles,ATM,41,Doctor,88.0,1,11108.39,Adult,1
111.21,Debit,Portland,Branch,35,Doctor,111.0,1,9088.36,Adult,1
316.37,Debit,Colorado Springs,ATM,53,Engineer,86.0,1,4671.69,Middle-aged,0
260.63,Debit,Fort Worth,Branch,37,Engineer,142.0,1,7534.7300000000005,Adult,1
92.36,Debit,Dallas,ATM,29,Engineer,144.0,1,6353.14,Adult,1
262.06,Debit,Oklahoma City,Branch,63,Doctor,118.0,1,13587.52,Senior,0
64.5,Debit,Denver,ATM,74,Retired,230.0,1,1351.24,Senior,0
253.55,Debit,Jacksonville,ATM,28,Engineer,85.0,5,2797.26,Adult,1
408.28,Credit,Nashville,Branch,21,Student,125.0,3,1222.77,Teenager,1
175.94,Debit,Indianapolis,ATM,57,Retired,89.0,1,3728.0400000000004,Middle-aged,0
199.47,Debit,Detroit,Online,57,Doctor,142.0,1,6067.44,Middle-aged,0
51.07,Debit,Dallas,Branch,63,Retired,133.0,1,4292.16,Senior,0
435.86,Debit,Jacksonville,ATM,56,Retired,134.0,1,3801.8200000000006,Middle-aged,0
74.73,Credit,Jacksonville,Branch,64,Retired,162.0,1,6353.22,Senior,0
182.79,Credit,Louisville,Online,23,Student,14.0,1,1251.85,Teenager,1
628.36,Debit,Austin,Online,44,Doctor,107.99999999999999,1,11869.71,Adult,1
268.39,Debit,San Antonio,Online,29,Doctor,177.0,1,9409.43,Adult,1
362.27,Debit,Jacksonville,ATM,80,Retired,47.0,1,6003.59,Senior,0
560.15,Credit,Memphis,Online,50,Engineer,91.99999999999999,1,817.83,Middle-aged,0
351.99,Debit,Chicago,ATM,80,Retired,45.0,2,3663.64,Senior,0
132.36,Debit,Colorado Springs,Branch,28,Student,160.0,1,319.65,Adult,1
24.77,Credit,Nashville,Online,40,Engineer,17.0,1,478.23,Adult,1
668.67,Debit,Detroit,Online,44,Doctor,143.0,4,13446.81,Adult,1
80.24,Credit,New York,Branch,53,Doctor,58.00000000000001,1,8012.810000000001,Middle-aged,0
8.65,Debit,Mesa,ATM,68,Retired,198.0,1,4201.22,Senior,0
178.91,Debit,Omaha,ATM,18,Student,18.999999999999996,1,8870.89,Teenager,1
115.22,Debit,San Francisco,Branch,27,Engineer,107.99999999999999,1,906.1999999999999,Adult,1
161.63,Debit,San Jose,Online,46,Doctor,276.0,1,9286.37,Middle-aged,0
542.75,Credit,Nashville,Branch,70,Retired,63.0,1,2224.08,Senior,0
317.47,Credit,Sacramento,Online,67,Doctor,16.0,1,14639.28,Senior,0
280.99,Debit,Houston,Branch,45,Engineer,29.000000000000004,1,9733.59,Adult,0
24.19,Debit,San Diego,ATM,29,Engineer,28.0,1,2756.2,Adult,1
586.85,Debit,Mesa,ATM,36,Doctor,86.0,1,6655.15,Adult,1
372.41,Debit,San Diego,ATM,55,Retired,143.0,1,3233.87,Middle-aged,0
63.17,Debit,Fresno,ATM,20,Student,148.0,1,1676.57,Teenager,1
383.69,Debit,Colorado Springs,Online,54,Engineer,285.0,1,8371.11,Middle-aged,0
247.16999999999996,Credit,Chicago,Branch,65,Retired,149.0,1,2611.64,Senior,0
48.78,Credit,Kansas City,Branch,18,Student,136.0,1,552.06,Teenager,1
4.15,Credit,Omaha,Branch,60,Retired,119.0,1,6017.36,Middle-aged,0
60.989999999999995,Debit,Oklahoma City,Branch,34,Engineer,58.00000000000001,1,7281.46,Adult,1
408.19,Debit,Mesa,Branch,26,Engineer,241.0,1,6847.47,Adult,1
524.6,Debit,El Paso,Branch,58,Doctor,75.99999999999999,1,13017.7,Middle-aged,0
108.96,Debit,Milwaukee,ATM,26,Student,247.0,1,7597.660000000001,Adult,1
70.03,Debit,Nashville,Branch,63,Retired,49.0,1,7330.31,Senior,0
124.84,Debit,Louisville,Online,52,Retired,79.0,1,6711.78,Middle-aged,0
324.04,Debit,Virginia Beach,ATM,54,Retired,30.0,1,2248.06,Middle-aged,0
39.69,Debit,Austin,Online,70,Retired,163.0,1,3524.68,Senior,0
157.7,Credit,Omaha,Branch,58,Engineer,45.99999999999999,1,8332.58,Middle-aged,0
81.27,Credit,Seattle,Online,22,Student,68.00000000000001,1,1814.48,Teenager,1
193.82,Debit,Kansas City,Branch,37,Engineer,176.0,1,3886.7699999999995,Adult,1
16.73,Debit,Omaha,Online,79,Retired,165.0,1,7591.129999999999,Senior,0
474.05,Debit,San Jose,ATM,57,Retired,214.0,1,1484.31,Middle-aged,0
39.21,Debit,Miami,ATM,66,Doctor,245.0,4,9385.57,Senior,0
637.75,Debit,Dallas,Branch,79,Retired,151.99999999999997,1,4202.92,Senior,0
153.59,Credit,Portland,Branch,66,Retired,174.0,1,4813.12,Senior,0
186.6,Debit,Tucson,Branch,18,Student,139.0,1,9716.68,Teenager,1
644.08,Debit,Atlanta,Online,24,Student,55.0,1,1980.62,Teenager,1
226.66,Debit,Austin,Branch,41,Doctor,168.00000000000003,1,10216.25,Adult,1
305.0,Debit,Phoenix,ATM,22,Student,222.0,1,944.83,Teenager,1
233.1,Credit,Nashville,Branch,42,Doctor,37.0,1,7469.2,Adult,1
793.13,Debit,Memphis,Online,68,Doctor,75.99999999999999,1,13389.16,Senior,0
224.19,Debit,Houston,ATM,52,Doctor,93.0,1,8475.47,Middle-aged,0
214.83,Credit,Tucson,ATM,23,Student,63.0,1,991.6899999999999,Teenager,1
163.46,Credit,Baltimore,Branch,63,Retired,111.0,1,6953.8,Senior,0
194.99,Debit,Jacksonville,Branch,34,Engineer,91.0,1,1370.03,Adult,1
23.4,Debit,El Paso,ATM,46,Doctor,175.0,4,14851.28,Middle-aged,0
227.5,Debit,Sacramento,Online,34,Doctor,277.0,1,11505.35,Adult,1
259.9,Debit,Oklahoma City,Online,26,Student,100.00000000000001,1,914.2799999999999,Adult,1
59.51,Credit,Dallas,Online,36,Doctor,55.0,1,9955.88,Adult,1
50.63,Debit,Columbus,Online,64,Retired,143.0,1,4732.81,Senior,0
1074.95,Debit,Jacksonville,Branch,20,Student,91.0,1,530.86,Teenager,1
112.94,Credit,San Antonio,Online,73,Retired,30.999999999999996,1,3807.8399999999997,Senior,0
11.81,Debit,Phoenix,ATM,21,Student,131.0,1,320.25,Teenager,1
329.14,Debit,Sacramento,Branch,55,Doctor,14.0,1,12033.92,Middle-aged,0
154.24,Debit,Mesa,ATM,61,Retired,82.0,1,6109.55,Senior,0
233.44,Debit,Chicago,Online,20,Student,297.0,1,1691.88,Teenager,1
141.8,Debit,Chicago,ATM,18,Student,116.00000000000001,1,1697.67,Teenager,1
209.03,Debit,Detroit,Branch,55,Engineer,126.0,1,8359.5,Middle-aged,0
1137.63,Debit,Baltimore,ATM,26,Student,144.0,1,1629.12,Adult,1
261.14,Debit,San Antonio,ATM,42,Engineer,162.0,1,6100.08,Adult,1
101.81,Debit,Fort Worth,ATM,45,Doctor,105.0,1,13872.03,Adult,0
98.71,Debit,Fort Worth,ATM,32,Doctor,117.0,1,10095.23,Adult,1
87.38,Debit,Atlanta,Branch,21,Student,252.0,1,1504.99,Teenager,1
83.39,Debit,Omaha,Branch,32,Doctor,158.0,1,13182.11,Adult,1
267.55,Debit,Charlotte,Online,46,Engineer,40.0,1,4330.04,Middle-aged,0
870.05,Debit,El Paso,ATM,29,Doctor,39.0,1,905.2499999999999,Adult,1
154.32,Credit,Tucson,ATM,38,Engineer,269.0,1,6972.5,Adult,1
164.51,Debit,Louisville,Branch,78,Retired,110.0,1,3553.69,Senior,0
758.12,Debit,San Francisco,ATM,69,Retired,90.0,1,6164.65,Senior,0
103.76,Debit,Kansas City,Online,28,Engineer,188.0,1,9626.14,Adult,1
583.92,Debit,Kansas City,Online,55,Engineer,139.0,1,6364.14,Middle-aged,0
204.06,Debit,Washington,Online,77,Retired,159.0,1,4351.83,Senior,0
53.51,Debit,New York,Online,56,Retired,165.0,1,5773.5,Middle-aged,0
1108.46,Debit,Los Angeles,Branch,30,Engineer,262.0,1,9257.04,Adult,1
52.95,Credit,Charlotte,Online,68,Retired,14.0,1,6335.58,Senior,0
120.17,Debit,Portland,ATM,49,Doctor,105.0,1,5403.79,Middle-aged,0
220.8,Debit,Indianapolis,Online,31,Engineer,28.0,1,8135.31,Adult,1
119.01,Debit,Philadelphia,ATM,45,Doctor,87.0,1,9798.26,Adult,0
183.32,Debit,Raleigh,ATM,21,Student,74.0,1,137.42,Teenager,1
858.88,Debit,Jacksonville,Online,60,Engineer,227.0,1,7015.46,Middle-aged,0
11.46,Credit,San Francisco,Online,41,Engineer,128.0,1,2356.71,Adult,1
61.37,Debit,Columbus,Branch,75,Retired,164.0,1,4294.44,Senior,0
103.08,Credit,Milwaukee,Branch,49,Engineer,150.0,1,9251.38,Middle-aged,0
1.2100000000000002,Debit,Atlanta,Branch,55,Retired,196.0,1,7542.739999999999,Middle-aged,0
425.18,Credit,Colorado Springs,Online,26,Engineer,172.0,1,9880.71,Adult,1
60.96,Debit,Colorado Springs,ATM,52,Retired,238.0,1,6189.24,Middle-aged,0
64.21,Debit,Omaha,ATM,51,Doctor,37.0,1,12540.18,Middle-aged,0
523.02,Debit,Jacksonville,Online,53,Retired,83.0,1,4586.11,Middle-aged,0
50.26,Debit,Las Vegas,Branch,65,Retired,164.0,1,1519.38,Senior,0
110.08,Debit,Detroit,Branch,19,Student,95.0,1,1447.26,Teenager,1
54.47,Credit,Philadelphia,Branch,23,Student,34.0,1,1131.42,Teenager,1
79.76,Debit,Kansas City,Online,68,Doctor,115.0,1,10278.75,Senior,0
16.79,Credit,Detroit,Online,30,Doctor,146.0,1,535.15,Adult,1
1531.31,Debit,San Diego,Online,18,Student,61.99999999999999,4,859.8599999999999,Teenager,1
68.62,Debit,Omaha,Branch,29,Doctor,157.0,1,13891.47,Adult,1
157.16,Debit,New York,Branch,20,Student,280.0,1,1545.77,Teenager,1
643.38,Credit,Detroit,Online,18,Student,105.0,1,1046.74,Teenager,1
328.34,Credit,San Diego,Online,42,Engineer,30.999999999999996,1,2840.45,Adult,1
72.68,Debit,Seattle,Online,69,Retired,44.0,1,6216.77,Senior,0
354.76,Debit,Detroit,Branch,51,Doctor,279.0,1,10141.92,Middle-aged,0
793.88,Credit,Los Angeles,ATM,22,Student,252.0,1,1404.06,Teenager,1
29.22,Debit,Detroit,ATM,27,Engineer,69.00000000000001,1,7795.79,Adult,1
653.97,Debit,Miami,Online,37,Engineer,100.00000000000001,1,3886.65,Adult,1
366.43,Credit,Portland,Online,21,Student,91.99999999999999,1,1560.45,Teenager,1
120.86,Debit,Colorado Springs,Online,33,Doctor,162.0,4,13566.58,Adult,1
233.74,Debit,Boston,Online,72,Retired,142.0,1,4749.54,Senior,0
471.84,Debit,Raleigh,ATM,18,Student,138.0,1,1044.33,Teenager,1
213.4,Credit,Fort Worth,Branch,73,Retired,100.00000000000001,1,2012.24,Senior,0
254.20999999999998,Debit,Phoenix,ATM,48,Engineer,45.99999999999999,1,2487.2,Middle-aged,0
577.73,Debit,San Jose,ATM,37,Doctor,63.0,1,14977.99,Adult,1
170.26,Debit,Chicago,ATM,27,Student,265.0,1,1969.48,Adult,1
337.73,Debit,San Antonio,Online,78,Retired,107.0,4,7001.2,Senior,0
330.61,Credit,Nashville,Branch,64,Retired,113.0,1,2525.25,Senior,0
132.33,Credit,Phoenix,ATM,35,Engineer,47.0,1,7457.94,Adult,1
672.74,Credit,Colorado Springs,Branch,46,Engineer,118.0,1,5386.52,Middle-aged,0
74.04,Debit,Memphis,Online,18,Student,66.0,1,1690.23,Teenager,1
197.18,Debit,Tucson,Online,28,Engineer,135.0,1,3114.92,Adult,1
21.15,Debit,Columbus,Branch,70,Retired,180.0,1,3466.74,Senior,0
218.37,Debit,Houston,ATM,62,Doctor,105.0,1,9942.24,Senior,0
590.01,Debit,San Jose,Online,29,Doctor,140.0,3,9791.74,Adult,1
697.82,Debit,New York,Online,44,Engineer,153.0,1,6824.0,Adult,1
302.76,Debit,Sacramento,ATM,38,Engineer,88.0,3,8583.39,Adult,1
148.0,Debit,Tucson,Branch,20,Student,35.0,1,1488.65,Teenager,1
22.26,Debit,San Antonio,Branch,19,Student,56.0,1,5583.88,Teenager,1
0.86,Debit,Colorado Springs,ATM,25,Student,139.0,1,1357.22,Teenager,1
757.1,Debit,Atlanta,Branch,65,Doctor,203.0,1,10553.23,Senior,0
38.81,Credit,Virginia Beach,Online,25,Student,145.0,1,1619.6,Teenager,1
76.51,Credit,Mesa,Online,49,Engineer,120.0,4,9475.4,Middle-aged,0
32.46,Debit,Charlotte,Online,31,Doctor,10.0,1,8656.18,Adult,1
1022.7499999999999,Credit,San Jose,Branch,62,Doctor,158.0,1,207.74,Senior,0
20.64,Debit,Charlotte,Branch,22,Student,59.00000000000001,1,949.38,Teenager,1
662.11,Debit,Atlanta,Branch,23,Student,219.0,1,1996.38,Teenager,1
288.77,Debit,Los Angeles,ATM,55,Engineer,110.0,1,8836.51,Middle-aged,0
35.05,Debit,Boston,Branch,30,Doctor,105.0,1,14330.47,Adult,1
214.73,Credit,Los Angeles,ATM,46,Doctor,26.0,1,5368.42,Middle-aged,0
25.38,Debit,Louisville,Branch,57,Engineer,66.0,1,8616.05,Middle-aged,0
617.66,Debit,Memphis,ATM,41,Engineer,40.0,1,5906.58,Adult,1
446.39,Debit,Houston,ATM,63,Retired,77.0,1,7863.6,Senior,0
377.92,Debit,Raleigh,Branch,33,Engineer,204.0,1,2254.71,Adult,1
11.04,Debit,Phoenix,Online,30,Engineer,43.0,1,6983.04,Adult,1
275.46,Debit,Fort Worth,ATM,36,Doctor,67.0,1,9697.75,Adult,1
179.76,Debit,Philadelphia,Online,78,Retired,81.0,1,5909.52,Senior,0
32.34,Debit,Kansas City,Branch,44,Doctor,45.0,1,7847.619999999999,Adult,1
273.92,Debit,Portland,Branch,79,Retired,109.0,1,4543.56,Senior,0
375.45,Debit,Fort Worth,Branch,19,Student,32.0,1,1307.23,Teenager,1
388.98,Debit,Fresno,ATM,23,Student,155.0,1,1819.91,Teenager,1
492.84,Debit,Indianapolis,ATM,25,Student,37.99999999999999,1,577.67,Teenager,1
148.85,Debit,Mesa,ATM,57,Doctor,25.000000000000004,1,7802.360000000001,Middle-aged,0
119.95,Credit,Philadelphia,Branch,62,Retired,47.0,5,2596.61,Senior,0
391.66,Debit,Fresno,Branch,50,Engineer,103.0,1,2406.31,Middle-aged,0
185.99,Credit,Fresno,Branch,41,Engineer,53.00000000000001,1,402.45,Adult,1
322.48,Debit,Jacksonville,ATM,27,Student,57.0,1,1238.43,Adult,1
20.27,Debit,Miami,Branch,18,Student,22.0,1,796.3499999999999,Teenager,1
280.61,Debit,Mesa,ATM,47,Engineer,129.0,3,7888.76,Middle-aged,0
199.02,Debit,Houston,ATM,61,Retired,269.0,1,4658.89,Senior,0
104.23,Credit,Louisville,Online,63,Retired,107.99999999999999,1,5009.29,Senior,0
353.59,Credit,New York,Branch,52,Retired,109.0,5,1822.34,Middle-aged,0
55.86,Debit,Seattle,Online,39,Engineer,68.00000000000001,1,5346.46,Adult,1
10.77,Debit,Indianapolis,ATM,31,Doctor,178.0,1,10704.95,Adult,1
95.55,Debit,Louisville,Branch,33,Engineer,51.00000000000001,1,2434.74,Adult,1
477.07,Debit,Columbus,Online,27,Engineer,278.0,1,6568.07,Adult,1
9.1,Credit,San Francisco,Online,52,Retired,63.0,1,2791.45,Middle-aged,0
21.41,Debit,Louisville,Online,57,Doctor,99.0,1,658.91,Middle-aged,0
278.28,Debit,Jacksonville,Branch,28,Student,26.0,1,1346.88,Adult,1
388.1,Credit,Los Angeles,Online,73,Retired,40.0,1,3022.12,Senior,0
215.39,Debit,Detroit,ATM,27,Student,215.99999999999997,1,1582.55,Adult,1
194.37,Debit,Milwaukee,ATM,66,Doctor,161.0,1,14395.88,Senior,0
37.7,Debit,Miami,ATM,20,Student,109.0,1,1741.1,Teenager,1
19.59,Debit,Charlotte,Branch,64,Retired,122.0,1,1061.69,Senior,0
81.35,Debit,Houston,Online,41,Engineer,103.0,1,7192.45,Adult,1
314.54,Credit,Virginia Beach,Branch,58,Engineer,228.0,1,9923.45,Middle-aged,0
